storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class,first.lat,last.lat,first.long,last.long,distance
AL191967,FERN,13,280800,6738533105.025926,75,51.15384615384615,2901.923076923077,1967,NATL,27.314482106818136,0.9885653832103898,low,20.3,22.2,-93,-98.8,822102.3875505804
AL211967,GINGER,14,302400,1639877594.3222218,45,33.214285714285715,1133.9285714285713,1967,NATL,27.314482106818136,0.9885653832103898,low,17,19.7,-18.3,-24.3,924350.581177562
AL251967,HEIDI,54,1166400,39029527868.63332,80,58.611111111111114,3699.537037037037,1967,NATL,27.314482106818136,0.9885653832103898,low,20.5,43,-54,-36.8,5833398.244484748
AL011968,ABBY,51,1101600,10797606944.188889,65,36.76470588235294,1537.7450980392157,1968,NATL,27.46419157719874,0.9939836664265334,low,17.2,37.2,-85.5,-74.5,3523373.299138461
AL021968,BRENDA,37,799200,13058733840.103703,65,43.513513513513516,2181.0810810810813,1968,NATL,27.46419157719874,0.9939836664265334,low,24,39,-80.5,-38,4834234.5863345945
AL031968,CANDY,15,324e3,1634363547.2666664,60,30,990,1968,NATL,27.46419157719874,0.9939836664265334,low,20,42,-96,-80,3380551.318354813
AL041968,UNNAMED,5,108e3,229751960.64814812,25,25,625,1968,NATL,27.46419157719874,0.9939836664265334,low,27.9,29.5,-88.8,-85,418034.69858862995
AL051968,DOLLY,29,626400,11944528731.744444,70,46.03448275862069,2426.7241379310344,1968,NATL,27.46419157719874,0.9939836664265334,low,25,42.8,-79,-26.5,5594449.649170147
AL061968,UNNAMED,25,54e4,1148759803.2407408,25,25,625,1968,NATL,27.46419157719874,0.9939836664265334,low,26,31,-87.5,-81,1295548.8329206381
AL071968,UNNAMED,15,324e3,889967194.7666665,30,27,735,1968,NATL,27.46419157719874,0.9939836664265334,low,8.1,9.9,-36.5,-54.5,2082125.6028145787
AL081968,EDNA,31,669600,6790365147.348148,55,38.38709677419355,1622.5806451612902,1968,NATL,27.46419157719874,0.9939836664265334,low,12.7,17.8,-21.1,-55.8,3768012.130678456
AL091968,UNNAMED,38,820800,18177239920.207405,70,50.78947368421053,2805.2631578947367,1968,NATL,27.46419157719874,0.9939836664265334,low,31.5,42.5,-73,-35,4355497.713950836
AL101968,UNNAMED,19,410400,873057450.4629629,25,25,625,1968,NATL,27.46419157719874,0.9939836664265334,low,12,21,-23.9,-42.2,2283019.6063052826
AL111968,UNNAMED,11,237600,605809969.837037,30,26.363636363636363,700,1968,NATL,27.46419157719874,0.9939836664265334,low,7.9,13.1,-43.1,-61.9,2199326.195055742
AL121968,FRANCES,30,648e3,4273386468.055555,50,34.5,1257.5,1968,NATL,27.46419157719874,0.9939836664265334,low,26,37.5,-74,-36.5,4036933.364162231
AL141968,GLADYS,34,734400,21762840918.866665,75,55.588235294117645,3391.176470588235,1968,NATL,27.46419157719874,0.9939836664265334,low,14,46,-80.5,-61,4561797.044790549
AL151968,UNNAMED,5,108e3,229751960.64814812,25,25,625,1968,NATL,27.46419157719874,0.9939836664265334,low,22.1,29.8,-72.8,-67.5,1019549.5520519314
